brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,cells_missing_flag,footprint_m2,volume_m3,battery_per_seat,torque_per_100kwh,segment_group
Smart,#5 Premium,200,94.0,,373.0,159,465,6.5,230.0,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,1,9.0144,15.369552,18.8,396.8085106382979,JD
Smart,#5 Pro,200,74.4,,373.0,160,370,6.9,110.0,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,1,9.0144,15.369552,14.88,501.3440860215053,JD
Smart,#5 Pro+,200,94.0,,373.0,159,465,6.5,230.0,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,1,9.0144,15.369552,18.8,396.8085106382979,JD
Smart,#5 Pulse,200,94.0,,643.0,174,455,4.9,230.0,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,1,9.0144,15.369552,18.8,684.0425531914893,JD
Smart,#5 Summit Edition,200,94.0,,643.0,174,455,4.9,230.0,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,1,9.0144,15.369552,18.8,684.0425531914893,JD
Subaru,Solterra AWD,160,64.0,96.0,336.0,154,320,6.9,100.0,750.0,441,5,AWD,JC - Medium,4690,1860,1650,SUV,0,8.723400000000002,14.393610000000002,12.8,525.0,JC
Tesla,Model 3 Long Range AWD (Highland),201,75.0,4416.0,493.0,119,525,4.4,124.0,1000.0,594,5,AWD,D - Large,4720,1849,1441,Sedan,0,8.727279999999999,12.576010479999999,15.0,657.3333333333334,D
Tesla,Model 3 Long Range RWD (Highland),201,75.0,4416.0,450.0,117,545,5.2,124.0,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan,0,8.727279999999999,12.576010479999999,15.0,600.0,D
Tesla,Model 3 Performance (Highland),262,75.0,4416.0,741.0,142,490,3.2,124.0,0.0,594,5,AWD,D - Large,4720,1849,1431,Sedan,0,8.727279999999999,12.488737679999998,15.0,988.0000000000001,D
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,,420.0,116,445,6.1,110.0,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan,1,8.727279999999999,12.576010479999999,12.1,694.2148760330579,D
Tesla,Model S Dual Motor,250,95.0,7920.0,,150,575,3.2,140.0,1600.0,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,0,9.976727,14.276696337,19.0,,F
Tesla,Model S Plaid,282,95.0,7920.0,,158,560,2.3,140.0,1600.0,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,0,9.976727,14.276696337,19.0,,F
Tesla,Model X Dual Motor,250,95.0,7920.0,,165,485,3.9,140.0,2250.0,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,0,10.108943000000002,16.983024240000002,13.571428571428571,,JF
Tesla,Model X Plaid,262,95.0,7920.0,,180,465,2.7,140.0,2250.0,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,0,10.108943000000002,16.983024240000002,13.571428571428571,,JF
Tesla,Model Y Long Range AWD (Juniper),201,75.0,4416.0,493.0,132,455,4.8,124.0,1600.0,854,5,AWD,JD - Large,4790,1982,1624,SUV,0,9.49378,15.41789872,15.0,657.3333333333334,JD
Tesla,Model Y Long Range RWD (Juniper),201,75.0,4416.0,450.0,121,470,5.6,124.0,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV,0,9.49378,15.41789872,15.0,600.0,JD
Tesla,Model Y RWD (Juniper),201,60.5,,420.0,121,375,5.9,110.0,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV,1,9.49378,15.41789872,12.1,694.2148760330579,JD
Toyota,PROACE Verso L 75 kWh,130,68.0,324.0,260.0,204,260,13.3,79.0,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,0,10.23936,19.352390399999997,7.555555555555555,382.3529411764706,N
Toyota,PROACE Verso M 50 kWh,130,46.3,216.0,260.0,217,180,12.1,78.0,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,0,9.567359999999999,18.082310399999997,5.144444444444444,561.5550755939526,N
Toyota,PROACE Verso M 75 kWh,130,68.0,324.0,260.0,202,260,13.3,79.0,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,0,9.567359999999999,18.082310399999997,7.555555555555555,382.3529411764706,N
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,,260.0,149,235,11.7,80.0,750.0,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,1,8.458162999999999,15.250067888999997,10.0,520.0,N
Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,,260.0,149,230,11.7,80.0,750.0,1050,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van,1,9.130513,16.562750582000003,7.142857142857143,520.0,N
Toyota,bZ4X AWD,160,64.0,96.0,336.0,154,345,6.9,100.0,750.0,452,5,AWD,JC - Medium,4690,1860,1600,SUV,0,8.723400000000002,13.957440000000004,12.8,525.0,JC
Toyota,bZ4X FWD,160,64.0,96.0,265.0,145,350,7.5,100.0,750.0,452,5,FWD,JC - Medium,4690,1860,1600,SUV,0,8.723400000000002,13.957440000000004,12.8,414.0625,JC
VinFast,VF 8 Eco Extended Range,200,87.7,,500.0,186,405,5.9,120.0,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV,1,9.1865,15.313895500000001,17.54,570.1254275940706,JD
VinFast,VF 8 Plus Extended Range,200,87.7,,620.0,196,400,5.5,120.0,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV,1,9.1865,15.313895500000001,17.54,706.9555302166476,JD
Volkswagen,ID. Buzz LWB GTX,160,86.0,312.0,560.0,182,350,6.5,145.0,1600.0,1340,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,0,9.845600000000001,18.9724712,12.285714285714286,651.1627906976744,N
Volkswagen,ID. Buzz LWB Pro,160,86.0,312.0,560.0,190,370,7.9,145.0,1000.0,1340,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,0,9.84957,18.95057268,12.285714285714286,651.1627906976744,N
Volkswagen,ID. Buzz NWB GTX,160,79.0,288.0,560.0,194,330,6.5,135.0,1800.0,1121,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,0,9.35332,18.005141000000002,13.166666666666666,708.8607594936708,N
Volkswagen,ID. Buzz NWB Pro,160,79.0,288.0,560.0,187,360,7.6,135.0,1200.0,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,0,9.35332,18.02384764,13.166666666666666,708.8607594936708,N
Volkswagen,ID. Buzz NWB Pure,145,59.0,216.0,310.0,178,275,10.7,110.0,1000.0,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,0,9.35332,18.02384764,9.833333333333334,525.4237288135594,N
Volkswagen,ID.3 GTX,180,79.0,288.0,545.0,131,470,5.9,135.0,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,0,7.818498,12.024849924,15.8,689.873417721519,C
Volkswagen,ID.3 GTX Performance,200,79.0,288.0,545.0,131,465,5.6,135.0,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,0,7.818498,12.024849924,15.8,689.873417721519,C
Volkswagen,ID.3 Pro,160,59.0,216.0,310.0,136,365,7.6,110.0,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,0,7.713576,12.064032864,11.8,525.4237288135594,C
Volkswagen,ID.3 Pro S,160,77.0,288.0,310.0,138,465,7.1,120.0,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,0,7.713576,12.064032864,15.4,402.5974025974026,C
Volkswagen,ID.3 Pure,160,52.0,192.0,310.0,134,325,8.2,90.0,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,0,7.713576,12.064032864,10.4,596.1538461538462,C
Volkswagen,ID.4 GTX,180,77.0,288.0,679.0,152,420,5.4,120.0,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV,0,8.489568,13.846485408000001,15.4,881.8181818181819,JC
Volkswagen,ID.4 Pro,180,77.0,288.0,545.0,149,445,6.7,120.0,1000.0,543,5,RWD,JC - Medium,4584,1852,1631,SUV,0,8.489568,13.846485408000001,15.4,707.7922077922078,JC
Volkswagen,ID.4 Pro 4MOTION,180,77.0,288.0,679.0,155,435,6.6,120.0,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV,0,8.489568,13.846485408000001,15.4,881.8181818181819,JC
Volkswagen,ID.4 Pure,160,52.0,192.0,310.0,143,285,9.0,87.0,1000.0,543,5,RWD,JC - Medium,4584,1852,1640,SUV,0,8.489568,13.92289152,10.4,596.1538461538462,JC
Volkswagen,ID.5 GTX,180,77.0,288.0,679.0,144,430,5.5,120.0,1200.0,549,5,AWD,JC - Medium,4599,1852,1615,SUV,0,8.517348,13.755517020000001,15.4,881.8181818181819,JC
Volkswagen,ID.5 Pro,180,77.0,288.0,545.0,138,460,6.7,120.0,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV,0,8.517348,13.755517020000001,15.4,707.7922077922078,JC
Volkswagen,ID.5 Pure,160,52.0,288.0,310.0,142,320,8.9,87.0,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV,0,8.517348,13.755517020000001,10.4,596.1538461538462,JC
Volkswagen,ID.7 GTX,180,86.0,312.0,560.0,145,500,5.4,145.0,1200.0,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,0,9.237382,14.188618752,17.2,651.1627906976744,E
Volkswagen,ID.7 Pro,180,77.0,288.0,550.0,132,475,6.5,125.0,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,0,9.237382,14.188618752,15.4,714.2857142857143,E
Volkswagen,ID.7 Pro S,180,86.0,312.0,550.0,133,525,6.6,145.0,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,0,9.237382,14.188618752,17.2,639.5348837209302,E
Volkswagen,ID.7 Tourer GTX,180,86.0,312.0,560.0,147,500,5.5,145.0,1200.0,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate,0,9.237382,14.188618752,17.2,651.1627906976744,E
Volkswagen,ID.7 Tourer Pro,180,77.0,288.0,550.0,146,470,6.6,125.0,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,0,9.237382,14.188618752,15.4,714.2857142857143,E
Volkswagen,ID.7 Tourer Pro S,180,86.0,312.0,550.0,125,520,6.7,145.0,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,0,9.237382,14.188618752,17.2,639.5348837209302,E
Volvo,EC40 Single Motor (MY26),180,67.0,,420.0,151,360,7.3,110.0,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV,1,8.316120000000002,13.272527520000002,13.4,626.8656716417911,JC
Volvo,EC40 Single Motor ER (MY26),180,79.0,324.0,420.0,146,420,7.3,125.0,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV,0,8.316120000000002,13.272527520000002,15.8,531.6455696202531,JC
Volvo,EC40 Twin Motor (MY26),180,79.0,324.0,670.0,155,400,4.8,125.0,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV,0,8.316120000000002,13.272527520000002,15.8,848.1012658227849,JC
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,324.0,670.0,155,400,4.6,125.0,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV,0,8.316120000000002,13.272527520000002,15.8,848.1012658227849,JC
Volvo,ES90 Single Motor (MY26),180,88.0,,480.0,135,485,6.9,190.0,1600.0,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,1,9.709999999999999,15.01166,17.6,545.4545454545454,F
Volvo,ES90 Twin Motor (MY26),180,102.0,,670.0,146,530,5.5,225.0,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,1,9.709999999999999,15.01166,20.4,656.8627450980392,F
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,,870.0,146,530,4.0,225.0,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,1,9.709999999999999,15.01166,20.4,852.9411764705882,F
Volvo,EX30 Cross Country (MY26),180,65.0,,543.0,152,330,3.7,114.0,1600.0,318,5,AWD,JB - Compact,4233,1837,1573,SUV,1,7.776020999999999,12.231681033,13.0,835.3846153846155,JB
Volvo,EX30 Single Motor (MY24-26),180,49.0,,343.0,147,275,5.7,80.0,1000.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV,1,7.776020999999999,12.045056528999998,9.8,700.0,JB
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,,343.0,138,365,5.3,113.0,1600.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV,1,7.776020999999999,12.045056528999998,13.0,527.6923076923077,JB
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,,543.0,145,340,3.6,113.0,1600.0,318,5,AWD,JB - Compact,4233,1837,1549,SUV,1,7.776020999999999,12.045056528999998,13.0,835.3846153846155,JB
Volvo,EX40 Single Motor (MY26),180,67.0,,420.0,154,345,7.3,110.0,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV,1,8.27172,13.66488144,13.4,626.8656716417911,JC
Volvo,EX40 Single Motor ER (MY26),180,79.0,324.0,420.0,152,400,7.3,125.0,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV,0,8.27172,13.66488144,15.8,531.6455696202531,JC
Volvo,EX40 Twin Motor (MY26),180,79.0,324.0,670.0,163,385,4.8,125.0,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV,0,8.27172,13.66488144,15.8,848.1012658227849,JC
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,324.0,670.0,163,385,4.6,125.0,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV,0,8.27172,13.66488144,15.8,848.1012658227849,JC
Volvo,EX90 Single Motor (MY24-26),180,100.0,192.0,490.0,182,460,8.4,140.0,1200.0,310,7,RWD,JF - Luxury,5037,1964,1744,SUV,0,9.892668,17.252812992,14.285714285714286,490.00000000000006,JF
Volvo,EX90 Twin Motor (MY24-26),180,107.0,204.0,770.0,188,470,5.9,150.0,2200.0,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,0,9.892668,17.252812992,15.285714285714286,719.6261682242991,JF
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,204.0,910.0,188,455,4.9,150.0,2200.0,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,0,9.892668,17.252812992,15.285714285714286,850.4672897196261,JF
Voyah,Free 106 kWh,200,100.0,,720.0,200,480,4.4,80.0,2000.0,550,5,AWD,JE - Executive,4905,1950,1645,SUV,1,9.56475,15.73401375,20.0,720.0,JE
XPENG,G6 AWD Performance,200,87.5,,660.0,159,475,4.1,180.0,1500.0,571,5,AWD,JD - Large,4753,1920,1650,SUV,1,9.12576,15.057503999999998,17.5,754.2857142857142,JD
XPENG,G6 RWD Long Range,200,87.5,,440.0,154,480,6.7,180.0,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV,1,9.12576,15.057503999999998,17.5,502.85714285714283,JD
XPENG,G6 RWD Standard Range,200,66.0,,440.0,152,370,6.9,140.0,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV,1,9.12576,15.057503999999998,13.2,666.6666666666667,JD
XPENG,G9 AWD Performance,200,93.1,,717.0,179,465,3.9,224.0,1500.0,660,5,AWD,JE - Executive,4891,1937,1670,SUV,1,9.473867,15.82135789,18.619999999999997,770.1396348012889,JE
XPENG,G9 RWD Long Range,200,93.1,,430.0,163,480,6.4,224.0,1500.0,660,5,RWD,JE - Executive,4891,1937,1670,SUV,1,9.473867,15.82135789,18.619999999999997,461.8689581095596,JE
XPENG,G9 RWD Standard Range,200,75.8,,430.0,165,395,6.4,170.0,1500.0,660,5,RWD,JE - Executive,4891,1937,1680,SUV,1,9.473867,15.91609656,15.16,567.2823218997362,JE
XPENG,P7 AWD Performance,200,82.7,,757.0,164,460,4.1,138.0,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,1,9.267648,13.4380896,16.54,915.3567110036275,E
XPENG,P7 RWD Long Range,200,82.7,,440.0,144,495,6.7,138.0,0.0,440,5,RWD,E - Executive,4888,1896,1450,Sedan,1,9.267648,13.4380896,16.54,532.043530834341,E
XPENG,P7 Wing Edition,200,82.7,,757.0,164,455,4.1,138.0,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,1,9.267648,13.4380896,16.54,915.3567110036275,E
Zeekr,001 Long Range RWD,200,94.0,110.0,343.0,152,505,7.2,135.0,1500.0,539,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,0,9.905045000000001,15.451870200000002,18.8,364.8936170212766,E
Zeekr,001 Performance AWD,200,94.0,110.0,686.0,159,480,3.8,135.0,2000.0,539,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,0,9.905045000000001,15.451870200000002,18.8,729.7872340425532,E
Zeekr,001 Privilege AWD,200,94.0,110.0,686.0,162,480,3.8,135.0,2000.0,539,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,0,9.905045000000001,15.333009660000002,18.8,729.7872340425532,E
Zeekr,7X Long Range RWD,210,94.0,,440.0,153,475,6.0,260.0,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV,1,9.238909999999999,15.244201499999997,18.8,468.0851063829787,JD
Zeekr,7X Performance AWD,210,94.0,,710.0,173,450,3.8,260.0,2000.0,539,5,AWD,JD - Large,4787,1930,1650,SUV,1,9.238909999999999,15.244201499999997,18.8,755.3191489361702,JD
Zeekr,7X Premium RWD,210,71.0,,440.0,148,365,6.0,240.0,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV,1,9.238909999999999,15.244201499999997,14.2,619.7183098591549,JD
Zeekr,X Core RWD (MY25),190,49.0,,343.0,148,265,5.9,70.0,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV,1,8.137152,12.742780032,9.8,700.0,JB
Zeekr,X Long Range RWD (MY25),190,65.0,,343.0,146,360,5.6,114.0,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV,1,8.137152,12.742780032,13.0,527.6923076923077,JB
Zeekr,X Privilege AWD (MY25),190,65.0,,543.0,153,350,3.8,114.0,1600.0,362,5,AWD,JB - Compact,4432,1836,1566,SUV,1,8.137152,12.742780032,13.0,835.3846153846155,JB
firefly,Unknown,150,41.2,112.0,200.0,125,250,8.1,65.0,0.0,404,5,RWD,B - Compact,4003,1885,1557,Hatchback,0,7.545655,11.748584834999999,8.24,485.43689320388347,B
